player_name,country,points,position,year,instagram_followers,youtube_subscribers,tiktok_followers,twitter_followers,wikipedia_views,fact_player_pk
Fran Ramirez Navas,ESP,2,607,2024,no verified account,no verified account,no verified account,no verified account,no verified account,277
Manuel Vives,FRA,2,214,2024,no verified account,no verified account,no verified account,no verified account,no verified account,278
Lucas Campagnolo,BRA,0,915,2024,44432,17803,56706,17896,963,279
Javier Leal,ESP,0,915,2024,no verified account,no verified account,no verified account,no verified account,no verified account,280
Jose Rico,ESP,0,925,2024,no verified account,no verified account,no verified account,no verified account,no verified account,281
Agustin Gutierrez,ARG,0,925,2024,no verified account,no verified account,no verified account,no verified account,no verified account,282
Figuera,VEN,0,28,2024,no verified account,no verified account,no verified account,no verified account,no verified account,283
Alonso,VEN,0,28,2024,no verified account,no verified account,no verified account,no verified account,no verified account,284
Jake Bewley,GBR,1732,0,2024,no verified account,no verified account,no verified account,no verified account,no verified account,285
Yannick Verwater,NLD,881,32,2024,no verified account,no verified account,no verified account,no verified account,no verified account,286
Nikhil Mohindra,GBR,791,12,2024,no verified account,no verified account,no verified account,no verified account,no verified account,287
Tygho Schoonus,NLD,633,31,2024,no verified account,no verified account,no verified account,no verified account,no verified account,288
Patrick Mayer,DEU,593,14,2024,no verified account,no verified account,no verified account,no verified account,no verified account,289
Ids Hannema,NLD,408,31,2024,no verified account,no verified account,no verified account,no verified account,no verified account,290
Julian Prins,NLD,388,32,2024,no verified account,no verified account,no verified account,no verified account,no verified account,291
Youp De Kroon,NLD,379,39,2024,no verified account,no verified account,no verified account,no verified account,no verified account,292
Pablo Cuesta Gomez,ESP,372,0,2024,no verified account,no verified account,no verified account,no verified account,no verified account,293
Menno Nolten,NLD,357,40,2024,no verified account,no verified account,no verified account,no verified account,no verified account,294
Juan Pablo Andrada,ARG,321,41,2024,no verified account,no verified account,no verified account,no verified account,no verified account,295
Alvaro Lopez Luque,ESP,300,32,2024,no verified account,no verified account,no verified account,no verified account,no verified account,296
Bart Van Opstal,NLD,295,40,2024,no verified account,no verified account,no verified account,no verified account,no verified account,297
Carlos Delgado Garcia,ESP,295,17,2024,no verified account,no verified account,no verified account,no verified account,no verified account,298
Nacho Moragues MoltÃ²,ESP,283,61,2024,no verified account,no verified account,no verified account,no verified account,no verified account,299
Victor Ortega Garcia,ESP,248,48,2024,no verified account,no verified account,no verified account,no verified account,no verified account,300
Jose Luis Gonzalez,ESP,233,317,2024,no verified account,no verified account,no verified account,no verified account,no verified account,301
Nicolai Maniucov Maniucova,ESP,228,42,2024,no verified account,no verified account,no verified account,no verified account,no verified account,302
Eduardo Herrero Del Riego,ESP,228,65,2024,no verified account,no verified account,no verified account,no verified account,no verified account,303
Thijs Roper,NLD,204,39,2024,no verified account,no verified account,no verified account,no verified account,no verified account,304
Bram Meijer,NLD,189,38,2024,no verified account,no verified account,no verified account,no verified account,no verified account,305
Sten Richters,NLD,188,38,2024,no verified account,no verified account,no verified account,no verified account,no verified account,306
Michele Bruno,ITA,179,305,2024,no verified account,no verified account,no verified account,no verified account,no verified account,307
Boris Castro Garcia,ESP,176,139,2024,no verified account,no verified account,no verified account,no verified account,no verified account,308
Emiliano Martin Iriart,ITA,157,394,2024,no verified account,no verified account,no verified account,no verified account,no verified account,309
Sergio Alba SÃ¡nchez,ESP,156,321,2024,no verified account,no verified account,no verified account,no verified account,no verified account,310
Miguel Melero Bernal,ESP,151,149,2024,no verified account,no verified account,no verified account,no verified account,no verified account,311
Simone Cremona,ITA,148,464,2024,no verified account,no verified account,no verified account,no verified account,no verified account,312
Ricardo Martinez Sanchez,ESP,147,271,2024,no verified account,no verified account,no verified account,no verified account,no verified account,313
Pol Hernandez Alvarez,ESP,143,442,2024,no verified account,no verified account,no verified account,no verified account,no verified account,314
Lorenzo Di Giovanni,ITA,139,305,2024,no verified account,no verified account,no verified account,no verified account,no verified account,315
RaÃºl Marcos DurÃ¡n,ESP,135,568,2024,no verified account,no verified account,no verified account,no verified account,no verified account,316
Carlos Perez Cabeza,ESP,134,608,2024,no verified account,no verified account,no verified account,no verified account,no verified account,317
Ferran Insa Sotillo,ESP,132,470,2024,no verified account,no verified account,no verified account,no verified account,no verified account,318
Giulio Graziotti,ITA,130,315,2024,no verified account,no verified account,no verified account,no verified account,no verified account,319
Alberto Garcia Jimenez,ESP,124,159,2024,no verified account,no verified account,no verified account,no verified account,no verified account,320
Pedro Araujo,PRT,121,327,2024,no verified account,no verified account,no verified account,no verified account,no verified account,321
Belar Vera Lopez,ESP,119,143,2024,no verified account,no verified account,no verified account,no verified account,no verified account,322
Gerard Arnaldos Serrano,ESP,115,339,2024,no verified account,no verified account,no verified account,no verified account,no verified account,323
Christian Fuster,ESP,110,212,2024,no verified account,no verified account,no verified account,no verified account,no verified account,324
Simon Vasquez,SWE,105,684,2024,no verified account,no verified account,no verified account,no verified account,no verified account,325
Ignacio Piotto Albornoz,ARG,103,538,2024,no verified account,no verified account,no verified account,no verified account,no verified account,326
Dylan Guichard,FRA,100,409,2024,no verified account,no verified account,no verified account,no verified account,no verified account,327
